starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 01 09:47:46 2019	1554122866	1	6010	6011	6010
Mon Apr 01 09:50:56 2019	1554123056	0	6011	6011	6011
Mon Apr 01 09:51:22 2019	1554123082	0	6011	6011	6011
Mon Apr 01 09:47:41 2019	1554122861	0	6012	6012	6012
Mon Apr 01 09:50:10 2019	1554123010	1	6011	6012	6011
Mon Apr 01 09:49:40 2019	1554122980	0	6012	6012	6011
Mon Apr 01 09:48:49 2019	1554122929	0	6012	6012	6012
Mon Apr 01 09:50:26 2019	1554123026	0	6012	6012	6011
Mon Apr 01 09:50:56 2019	1554123056	1	6012	6012	6012
Mon Apr 01 09:49:38 2019	1554122978	0	6012	6012	6012
Mon Apr 01 09:48:24 2019	1554122904	0	6013	6013	6012
Mon Apr 01 09:49:08 2019	1554122948	0	6013	6013	6012
Mon Apr 01 09:50:04 2019	1554123004	0	6013	6013	6013
Mon Apr 01 09:47:06 2019	1554122826	0	6013	6013	6013
Mon Apr 01 09:49:08 2019	1554122948	0	6013	6013	6013
Mon Apr 01 09:49:20 2019	1554122960	0	6013	6013	6013
Mon Apr 01 09:44:50 2019	1554122690	0	6013	6013	4012
Mon Apr 01 09:51:52 2019	1554123112	0	6013	6014	6012
Mon Apr 01 09:51:31 2019	1554123091	0	6013	6014	6013
Mon Apr 01 09:50:26 2019	1554123026	0	6013	6014	6013
Mon Apr 01 09:51:04 2019	1554123064	0	6014	6014	6013
Mon Apr 01 09:51:31 2019	1554123091	0	6014	6014	6013
Mon Apr 01 09:50:54 2019	1554123054	0	6014	6014	6014
Mon Apr 01 09:48:24 2019	1554122904	0	6014	6014	6013
Mon Apr 01 09:48:36 2019	1554122916	0	6014	6014	6013
Mon Apr 01 09:51:58 2019	1554123118	0	6014	6014	6014
Mon Apr 01 09:49:22 2019	1554122962	0	6014	6014	6014
Mon Apr 01 09:49:46 2019	1554122986	0	6014	6014	6014
Mon Apr 01 09:48:36 2019	1554122916	0	6014	6014	6014
Mon Apr 01 09:49:50 2019	1554122990	0	6014	6014	6014
Mon Apr 01 09:47:04 2019	1554122824	0	6014	6014	6014
Mon Apr 01 09:49:48 2019	1554122988	0	6014	6014	6014
Mon Apr 01 09:49:20 2019	1554122960	0	6014	6015	6013
Mon Apr 01 09:48:54 2019	1554122934	0	6014	6015	6014
Mon Apr 01 09:48:40 2019	1554122920	0	6014	6015	6014
Mon Apr 01 09:50:10 2019	1554123010	0	6014	6015	6014
Mon Apr 01 09:48:54 2019	1554122934	0	6015	6015	6014
Mon Apr 01 09:51:28 2019	1554123088	0	6015	6015	6014
Mon Apr 01 09:50:02 2019	1554123002	0	6015	6015	6014
Mon Apr 01 09:50:24 2019	1554123024	0	6015	6015	6014
Mon Apr 01 09:49:05 2019	1554122945	0	6015	6015	6015
Mon Apr 01 09:48:16 2019	1554122896	0	6014	6015	6014
Mon Apr 01 09:48:04 2019	1554122884	0	6015	6015	6015
Mon Apr 01 09:51:24 2019	1554123084	0	6015	6015	6014
Mon Apr 01 09:50:28 2019	1554123028	0	6015	6015	6015
Mon Apr 01 09:47:28 2019	1554122848	0	6015	6015	6015
Mon Apr 01 09:49:46 2019	1554122986	0	6015	6015	6015
Mon Apr 01 09:47:38 2019	1554122858	0	6015	6015	6015
Mon Apr 01 09:48:35 2019	1554122915	0	6015	6015	6014
Mon Apr 01 09:52:10 2019	1554123130	0	6015	6015	6015
Mon Apr 01 09:50:18 2019	1554123018	0	6015	6015	6015
Mon Apr 01 09:48:00 2019	1554122880	0	6015	6015	6015
Mon Apr 01 09:50:47 2019	1554123047	0	6015	6015	6014
Mon Apr 01 09:47:52 2019	1554122872	0	6015	6015	6015
Mon Apr 01 09:50:17 2019	1554123017	0	6015	6015	6015
Mon Apr 01 09:47:32 2019	1554122852	0	6015	6015	6014
Mon Apr 01 09:51:28 2019	1554123088	0	6015	6015	6015
Mon Apr 01 09:49:17 2019	1554122957	1	6014	6015	6014
Mon Apr 01 09:49:47 2019	1554122987	0	6015	6015	6015
Mon Apr 01 09:48:32 2019	1554122912	0	6015	6015	6015
Mon Apr 01 09:48:31 2019	1554122911	0	6015	6015	6015
Mon Apr 01 09:49:18 2019	1554122958	0	6015	6015	6015
Mon Apr 01 09:47:58 2019	1554122878	0	6015	6015	6015
Mon Apr 01 09:50:22 2019	1554123022	0	6015	6015	6015
Mon Apr 01 09:52:05 2019	1554123125	0	6015	6015	6015
Mon Apr 01 09:50:38 2019	1554123038	0	6015	6015	6015
Mon Apr 01 09:50:00 2019	1554123000	0	6015	6015	6015
Mon Apr 01 09:51:00 2019	1554123060	0	6015	6015	6015
Mon Apr 01 09:49:42 2019	1554122982	0	6015	6015	6015
Mon Apr 01 09:52:05 2019	1554123125	1	6015	6015	6014
Mon Apr 01 09:51:40 2019	1554123100	0	6015	6015	6015
Mon Apr 01 09:51:10 2019	1554123070	0	6015	6015	6015
Mon Apr 01 09:47:12 2019	1554122832	0	6015	6015	6015
Mon Apr 01 09:50:42 2019	1554123042	0	6015	6015	6015
Mon Apr 01 09:49:26 2019	1554122966	0	6015	6015	6015
Mon Apr 01 09:50:38 2019	1554123038	0	6015	6015	6014
Mon Apr 01 09:50:38 2019	1554123038	0	6015	6015	6015
Mon Apr 01 09:50:16 2019	1554123016	0	6015	6015	6015
Mon Apr 01 09:50:35 2019	1554123035	0	6015	6015	6015
Mon Apr 01 09:49:56 2019	1554122996	0	6015	6015	6015
Mon Apr 01 09:48:04 2019	1554122884	0	6015	6015	6015
Mon Apr 01 09:48:53 2019	1554122933	0	6015	6015	6015
Mon Apr 01 09:51:02 2019	1554123062	0	6015	6015	6015
Mon Apr 01 09:48:10 2019	1554122890	0	6015	6015	6015
Mon Apr 01 09:49:52 2019	1554122992	0	6015	6015	6015
Mon Apr 01 09:51:30 2019	1554123090	0	6015	6015	6015
Mon Apr 01 09:49:30 2019	1554122970	0	6015	6016	6015
Mon Apr 01 09:48:56 2019	1554122936	0	6015	6016	6015
Mon Apr 01 09:49:29 2019	1554122969	0	6015	6016	6015
Mon Apr 01 09:48:22 2019	1554122902	0	6015	6016	6015
Mon Apr 01 09:50:06 2019	1554123006	0	6015	6016	6015
Mon Apr 01 09:51:59 2019	1554123119	0	6015	6016	6015
Mon Apr 01 09:48:37 2019	1554122917	0	6016	6016	6015
Mon Apr 01 09:50:50 2019	1554123050	0	6016	6016	6015
Mon Apr 01 09:51:05 2019	1554123065	0	6015	6016	6015
Mon Apr 01 09:50:22 2019	1554123022	0	6015	6016	6015
Mon Apr 01 09:48:38 2019	1554122918	0	6016	6016	6015
Mon Apr 01 09:47:42 2019	1554122862	0	6016	6016	6015
Mon Apr 01 09:49:38 2019	1554122978	0	6016	6016	6015
Mon Apr 01 09:51:19 2019	1554123079	1	6015	6016	6015
Mon Apr 01 09:51:12 2019	1554123072	0	6016	6016	6015
Mon Apr 01 09:52:02 2019	1554123122	0	6016	6016	6015
Mon Apr 01 09:51:19 2019	1554123079	0	6016	6016	6015
Mon Apr 01 09:51:50 2019	1554123110	0	6016	6016	6015
Mon Apr 01 09:48:55 2019	1554122935	0	6016	6016	6016
Mon Apr 01 09:47:51 2019	1554122871	0	6016	6016	6016
Mon Apr 01 09:49:52 2019	1554122992	0	6016	6016	6016
Mon Apr 01 09:50:05 2019	1554123005	0	6016	6016	6015
Mon Apr 01 09:47:44 2019	1554122864	0	6016	6016	6016
Mon Apr 01 09:47:48 2019	1554122868	0	6016	6016	6016
Mon Apr 01 09:48:06 2019	1554122886	0	6016	6016	6016
Mon Apr 01 09:47:33 2019	1554122853	0	6016	6016	6016
Mon Apr 01 09:50:46 2019	1554123046	0	6016	6016	6016
Mon Apr 01 09:47:17 2019	1554122837	0	6016	6016	6016
Mon Apr 01 09:47:52 2019	1554122872	0	6016	6016	6015
Mon Apr 01 09:49:23 2019	1554122963	0	6016	6016	6015
Mon Apr 01 09:51:34 2019	1554123094	0	6016	6016	6015
Mon Apr 01 09:51:02 2019	1554123062	0	6016	6016	6015
Mon Apr 01 09:49:06 2019	1554122946	0	6016	6016	6015
Mon Apr 01 09:50:52 2019	1554123052	0	6016	6016	6016
Mon Apr 01 09:49:32 2019	1554122972	1	6015	6016	6015
Mon Apr 01 09:48:04 2019	1554122884	1	6015	6016	6015
Mon Apr 01 09:48:19 2019	1554122899	0	6016	6016	6016
Mon Apr 01 09:49:40 2019	1554122980	0	6016	6016	6016
Mon Apr 01 09:48:50 2019	1554122930	0	6016	6016	6015
Mon Apr 01 09:48:09 2019	1554122889	0	6016	6016	6015
Mon Apr 01 09:50:32 2019	1554123032	0	6016	6016	6015
Mon Apr 01 09:49:44 2019	1554122984	0	6016	6016	6015
